Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
CLFD,"Clearfield, Inc.",12.4,$171.26M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd,
CLRO,"ClearOne, Inc.",8.8,$74.04M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clro,
CLSD,"Clearside Biomedical, Inc.",6.86,$173.85M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsd,
CLIR,ClearSign Combustion Corporation,3.9,$60.86M,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir,
CLIRW,ClearSign Combustion Corporation,1.097,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clirw,
CMTA,Clementia Pharmaceuticals Inc.,19.5,$618.49M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmta,
CBLI,"Cleveland BioLabs, Inc.",4,$45.12M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli,
CSBK,Clifton Bancorp Inc.,17.29,$381.5M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk,
CLVS,"Clovis Oncology, Inc.",67.17,$3.38B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs,
CMFN,CM Finance Inc,8,$109.52M,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn,
CMSS,CM Seven Star Acquisition Corporation,9.59,$252.44M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmss,
CMSSR,CM Seven Star Acquisition Corporation,0.285,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmssr,
CMSSU,CM Seven Star Acquisition Corporation,9.96,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmssu,
CMSSW,CM Seven Star Acquisition Corporation,0.2505,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmssw,
CME,CME Group Inc.,145.95,$49.67B,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme,
CCNE,CNB Financial Corporation,26.31,$402.11M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne,
CWAY,"Coastway Bancorp, Inc.",21.35,$93.78M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway,
COBZ,CoBiz Financial Inc.,20.31,$857.76M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz,
COKE,Coca-Cola Bottling Co. Consolidated,219.52,$2.05B,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke,
CODA,"Coda Octopus Group, Inc.",4.6994,$42.87M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/coda,
CDXS,"Codexis, Inc.",8.3,$401.28M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs,
CODX,"Co-Diagnostics, Inc.",3.11,$38.2M,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/codx,
CVLY,"Codorus Valley Bancorp, Inc",27.97,$248.49M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly,
JVA,"Coffee Holding Co., Inc.",4.25,$24.9M,2005,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/jva,
CCOI,"Cogent Communications Holdings, Inc.",44.95,$2.07B,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ccoi,
CGNT,"Cogentix Medical, Inc.",3.14,$191.24M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt,
COGT,"Cogint, Inc.",4.3,$256.61M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cogt,
CGNX,Cognex Corporation,61.43,$10.64B,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx,
CTSH,Cognizant Technology Solutions Corporation,71.2,$41.98B,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh,
CWBR,"CohBar, Inc.",4.91,$193.57M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cwbr,
COHR,"Coherent, Inc.",285.77,$7.09B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr,
CHRS,"Coherus BioSciences, Inc.",9.3,$546.11M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs,
COHU,"Cohu, Inc.",22.2,$627.99M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu,
CLCT,"Collectors Universe, Inc.",29.6,$264.06M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct,
COLL,"Collegium Pharmaceutical, Inc.",19.01,$619.01M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll,
CIGI,Colliers International Group Inc. ,59.9,$2.25B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi,
CBAN,"Colony Bankcorp, Inc.",14.4,$121.53M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban,
COLB,"Columbia Banking System, Inc.",43.96,$3.21B,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb,
COLM,Columbia Sportswear Company,71.53,$5B,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm,
CMCO,Columbus McKinnon Corporation,40.26,$925.92M,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco,
CMCSA,Comcast Corporation,40.41,$188.87B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa,
CBSH,"Commerce Bancshares, Inc.",56.35,$6.31B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh,
CBSHP,"Commerce Bancshares, Inc.",26.43,$2.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp,
CUBN,"Commerce Union Bancshares, Inc.",25.52,$230.25M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubn,
CHUBA,"CommerceHub, Inc.",22.2,$961.63M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chuba,
CHUBK,"CommerceHub, Inc.",20.79,$900.56M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chubk,
CVGI,"Commercial Vehicle Group, Inc.",11.08,$339.69M,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi,
COMM,"CommScope Holding Company, Inc.",38.16,$7.28B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm,
JCS,"Communications Systems, Inc.",3.66,$32.83M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs,
ESXB,Community Bankers Trust Corporation.,8.05,$177.49M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb,
CFBI,"Community First Bancshares, Inc.",11.87,$89.48M,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbi,
CYHHZ,"Community Health Systems, Inc.",0.0066,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz,
CTBI,"Community Trust Bancorp, Inc.",47.8,$845.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi,
CWBC,Community West Bancshares,10.5,$85.87M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc,
CVLT,"Commvault Systems, Inc.",52.55,$2.43B,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt,
CGEN,Compugen Ltd.,2.6,$132.94M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen,
CPSI,"Computer Programs and Systems, Inc.",29.55,$406.5M,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi,
CTG,"Computer Task Group, Incorporated",5.115,$79.24M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg,
CHCI,"Comstock Holding Companies, Inc.",1.3,$4.64M,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci,
CMTL,Comtech Telecommunications Corp.,22.25,$525.27M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl,
CNAT,Conatus Pharmaceuticals Inc.,4.73,$141.93M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat,
CNCE,"Concert Pharmaceuticals, Inc.",25.46,$579.79M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce,
CXRX,Concordia International Corp.,0.575,$29.49M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cxrx,
CCUR,Concurrent Computer Corporation,5.8,$57.38M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur,
CDOR,"Condor Hospitality Trust, Inc.",9.95,$116.21M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdor,
CFMS,"ConforMIS, Inc.",2.5,$113.23M,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms,
CNFR,"Conifer Holdings, Inc.",5.7,$48.56M,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cnfr,
CNMD,CONMED Corporation,50.72,$1.42B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd,
CTWS,"Connecticut Water Service, Inc.",57.41,$692.84M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws,
CNOB,"ConnectOne Bancorp, Inc.",26.05,$834M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob,
CONN,"Conn&#39;s, Inc.",35.75,$1.12B,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn,
CNSL,"Consolidated Communications Holdings, Inc.",12.36,$875.53M,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl,
CWCO,Consolidated Water Co. Ltd.,12.8,$190.74M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco,
CNAC,Constellation Alpha Capital Corp.,9.75,$180.67M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnac,
CNACR,Constellation Alpha Capital Corp.,0.31,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacr,
CNACU,Constellation Alpha Capital Corp.,10.18,$188.64M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacu,
CNACW,Constellation Alpha Capital Corp.,0.22,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacw,
CPSS,"Consumer Portfolio Services, Inc.",4.495,$97.88M,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss,
CFRX,ContraFect Corporation,1.0201,$75.14M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx,
CTRV,ContraVir Pharmaceuticals Inc,0.3775,$29.55M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv,
CTRL,Control4 Corporation,30.91,$780.99M,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl,
CPRT,"Copart, Inc.",43.29,$10.01B,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.25,$402.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp,
CORT,Corcept Therapeutics Incorporated,17.62,$2.01B,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort,
CORE,"Core-Mark Holding Company, Inc.",31.25,$1.44B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core,
CORI,"Corium International, Inc.",9.93,$357.53M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori,
CSOD,"Cornerstone OnDemand, Inc.",35.09,$2.03B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod,
CRVL,CorVel Corp.,53.55,$1.01B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl,
CRVS,"Corvus Pharmaceuticals, Inc.",10.37,$218.2M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs,
CSGP,"CoStar Group, Inc.",294.07,$10.63B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp,
COST,Costco Wholesale Corporation,186.3,$81.81B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost,
CPAH,CounterPath Corporation,3.22,$17.7M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah,
ICBK,"County Bancorp, Inc.",30.95,$206.54M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/icbk,
COUP,Coupa Software Incorporated,31.74,$1.75B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup,
CVTI,"Covenant Transportation Group, Inc.",28.84,$527.5M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti,
COWN,Cowen Inc.,14.05,$436.78M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown,
COWNL,Cowen Inc.,27,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl,
COWNZ,Cowen Inc.,25.5133,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownz,
PMTS,CPI Card Group Inc.,3.82,$42.53M,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts,
CPSH,CPS Technologies Corp.,1.7297,$22.84M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh,
CRAI,"CRA International,Inc.",44.08,$357.45M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai,
CBRL,"Cracker Barrel Old Country Store, Inc.",162.39,$3.9B,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl,
BREW,"Craft Brew Alliance, Inc.",18.8,$362.77M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew,
CRAY,Cray Inc,24.8,$1B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray,
CACC,Credit Acceptance Corporation,325.65,$6.29B,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc,
CREE,"Cree, Inc.",37.51,$3.68B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree,
CRESY,Cresud S.A.C.I.F. y A.,21.23,$1.06B,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy,
CRSP,CRISPR Therapeutics AG,21.09,$865.1M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp,
CRTO,Criteo S.A.,25.6,$1.69B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto,
CROX,"Crocs, Inc.",12.99,$904.99M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox,
CCRN,"Cross Country Healthcare, Inc.",12.86,$469.14M,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn,
CRWS,"Crown Crafts, Inc.",6.6,$66.57M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws,
CYRX,"CryoPort, Inc.",8.95,$228.59M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrx,
CYRXW,"CryoPort, Inc.",5.46,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrxw,
CSGS,"CSG Systems International, Inc.",44.21,$1.48B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs,
CCLP,CSI Compressco LP,5.15,$190.13M,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp,
CSPI,CSP Inc.,13.6314,$53.49M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi,
CSWI,"CSW Industrials, Inc.",45.6,$728.22M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi,
CSX,CSX Corporation,55.14,$49.28B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx,
CTIC,CTI BioPharma Corp.,2.71,$116.44M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic,
CTIB,CTI Industries Corporation,4.4697,$15.76M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib,
CTRP,"Ctrip.com International, Ltd.",44.64,$22.91B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp,
CUE,"Cue Biopharma, Inc.",n/a,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cue,
CUI,"CUI Global, Inc.",2.69,$76.41M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui,
CPIX,Cumberland Pharmaceuticals Inc.,7.36,$115.91M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix,
CRIS,"Curis, Inc.",0.69,$113.15M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris,
CUTR,"Cutera, Inc.",46.95,$650.49M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr,
CVBF,CVB Financial Corporation,23.89,$2.63B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf,
CVV,CVD Equipment Corporation,11.06,$70.89M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv,
CYAN,Cyanotech Corporation,3.945,$22.66M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan,
CYBR,CyberArk Software Ltd.,42.09,$1.45B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr,
CYBE,CyberOptics Corporation,14.95,$104.31M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe,
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.75,$20.83M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc,
CYCCP,"Cyclacel Pharmaceuticals, Inc.",7.4,$2.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp,
CBAY,CymaBay Therapeutics Inc.,9.11,$399.6M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay,
CY,Cypress Semiconductor Corporation,15.22,$5.08B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy,
CYRN,CYREN Ltd.,2.425,$120.86M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn,
CONE,CyrusOne Inc,59.6,$5.44B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone,
CYTK,"Cytokinetics, Incorporated",8.35,$449.94M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk,
CTMX,"CytomX Therapeutics, Inc.",22.19,$852.29M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx,
CYTX,Cytori Therapeutics Inc,0.2603,$9.14M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx,
CYTXW,Cytori Therapeutics Inc,0.015,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw,
CTSO,Cytosorbents Corporation,6.7,$192.23M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso,
CYTR,CytRx Corporation,1.71,$47.26M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr,
DJCO,Daily Journal Corp. (S.C.),240,$331.38M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco,
DAKT,"Daktronics, Inc.",9.18,$408.27M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt,
DARE,"Dare Bioscience, Inc.",2.3612,$14.28M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dare,
DRIO,DarioHealth Corp.,1.8,$18.63M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio,
DRIOW,DarioHealth Corp.,0.31,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow,
DZSI,"DASAN Zhone Solutions, Inc.",9.49,$155.51M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/dzsi,
DSKE,"Daseke, Inc.",14.47,$704.69M,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske,
DSKEW,"Daseke, Inc.",2.07,n/a,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dskew,
DAIO,Data I/O Corporation,12.48,$102.85M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio,
DWCH,Datawatch Corporation,9.15,$112.16M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch,
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",57.03,$2.32B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play,
DTEA,DAVIDsTEA Inc.,3.75,$96.92M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea,
DFNL,Davis Select Financial ETF,23.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl,
DUSA,Davis Select U.S. Equity ETF,23.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dusa,
DWLD,Davis Select Worldwide ETF,26.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwld,
DWSN,Dawson Geophysical Company,5.02,$109.02M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn,
DBVT,DBV Technologies S.A.,24.01,$1.2B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt,
DCPH,"Deciphera Pharmaceuticals, Inc.",21,$684.43M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dcph,
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",15.45,$327.84M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg,
TACO,"Del Taco Restaurants, Inc.",12.16,$470.32M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco,
TACOW,"Del Taco Restaurants, Inc.",2.987,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow,
DMPI,"DelMar Pharmaceuticals, Inc.",1.0501,$22.68M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi,
DELT,Delta Technology Holdings Limited,1.05,$10.56M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt,
DNLI,Denali Therapeutics Inc.,15.85,$1.39B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dnli,
DENN,Denny&#39,s Corporation,13.4,$874.79M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,66.03,$15.17B,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray,
DEPO,"Depomed, Inc.",8.58,$540.66M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo,
DERM,"Dermira, Inc.",28.07,$1.17B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm,
DEST,Destination Maternity Corporation,3.17,$46.31M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest,
